Year	Month	Day	Hour	VP (Pa)
2008	10	18	18	514.7923919
2008	10	18	21	551.4697805
2008	10	19	0	568.4982299
2008	10	19	3	547.1261834
2008	10	19	6	529.9901352
2008	10	19	9	529.9268408
2008	10	19	12	533.5517596
2008	10	19	15	536.9751916
2008	10	19	18	568.687324
2008	10	19	21	614.0228169
2008	10	20	0	591.644287
2008	10	20	3	524.3513346
2008	10	20	6	513.0659328
2008	10	20	9	507.5532364
2008	10	20	12	510.0335088
2008	10	20	15	511.9146062
2008	10	20	18	466.1751625
2008	10	20	21	395.4179602
2008	10	21	0	352.1028335
2008	10	21	3	288.404373
2008	10	21	6	269.3098033
2008	10	21	9	250.9857062
2008	10	21	12	283.6984194
2008	10	21	15	373.1127422
2008	10	21	18	380.4547362
2008	10	21	21	383.397291
2008	10	22	0	371.2822324
2008	10	22	3	247.3399444
2008	10	22	6	249.2146386
2008	10	22	9	255.6773168
2008	10	22	12	295.020133
2008	10	22	15	382.052354
2008	10	22	18	393.0897708
2008	10	22	21	421.8866441
2008	10	23	0	402.6706296
2008	10	23	3	295.0714951
2008	10	23	6	277.5115824
2008	10	23	9	260.1663678
2008	10	23	12	303.4840241
2008	10	23	15	404.2907301
2008	10	23	18	422.7304509
2008	10	23	21	467.6622112
2008	10	24	0	454.284055
2008	10	24	3	384.049684
2008	10	24	6	368.3134676
2008	10	24	9	362.6664226
2008	10	24	12	384.6535388
2008	10	24	15	444.404812
2008	10	24	18	453.5461488
2008	10	24	21	485.2724093
2008	10	25	0	498.875734
2008	10	25	3	475.0532548
2008	10	25	6	444.7272374
2008	10	25	9	382.147479
2008	10	25	12	393.0199886
2008	10	25	15	439.4972688
2008	10	25	18	455.3170764
2008	10	25	21	504.1334556
2008	10	26	0	525.5784276
2008	10	26	3	509.8320747
2008	10	26	6	463.3611138
2008	10	26	9	401.1586951
2008	10	26	12	411.2792279
2008	10	26	15	462.4220766
2008	10	26	18	481.5157349
2008	10	26	21	512.5460242
2008	10	27	0	527.7471626
2008	10	27	3	503.605189
2008	10	27	6	496.7603857
2008	10	27	9	492.3409748
2008	10	27	12	495.2572411
2008	10	27	15	507.2489096
2008	10	27	18	520.9068013
2008	10	27	21	568.6537658
2008	10	28	0	585.3970896
2008	10	28	3	516.4978059
2008	10	28	6	509.7792752
2008	10	28	9	509.7249345
2008	10	28	12	515.941315
2008	10	28	15	525.5156924
2008	10	28	18	553.891021
2008	10	28	21	627.4552932
2008	10	29	0	632.7338911
2008	10	29	3	507.3208465
2008	10	29	6	480.2516434
2008	10	29	9	472.4764092
2008	10	29	12	469.1574966
2008	10	29	15	460.038959
2008	10	29	18	486.8739715
2008	10	29	21	566.634804
2008	10	30	0	595.2234126
2008	10	30	3	516.1424046
2008	10	30	6	507.5003998
2008	10	30	9	503.750296
2008	10	30	12	502.3911143
2008	10	30	15	508.7894111
2008	10	30	18	591.240569
2008	10	30	21	729.6485661
2008	10	31	0	687.2707464
2008	10	31	3	572.2236803
2008	10	31	6	588.922326
2008	10	31	9	585.1906216
2008	10	31	12	588.8243612
2008	10	31	15	615.5520839
2008	10	31	18	686.8301582
2008	10	31	21	800.834965
2008	11	1	0	737.6568734
2008	11	1	3	597.6932129
2008	11	1	6	641.6264857
2008	11	1	9	703.1936854
2008	11	1	12	714.1944906
2008	11	1	15	686.9447838
2008	11	1	18	719.5610754
2008	11	1	21	724.128082
2008	11	2	0	671.1410793
2008	11	2	3	617.3074762
2008	11	2	6	589.4967883
2008	11	2	9	547.7040126
2008	11	2	12	539.5499807
2008	11	2	15	565.9668482
2008	11	2	18	570.6084269
2008	11	2	21	633.4495357
2008	11	3	0	670.0711554
2008	11	3	3	560.1300039
2008	11	3	6	563.3943506
2008	11	3	9	568.2384842
2008	11	3	12	574.3518901
2008	11	3	15	581.9307513
2008	11	3	18	527.8280353
2008	11	3	21	419.2021125
2008	11	4	0	405.6087136
2008	11	4	3	467.2533161
2008	11	4	6	452.0012037
2008	11	4	9	460.705137
2008	11	4	12	449.2726442
2008	11	4	15	398.5135252
2008	11	4	18	378.2858801
2008	11	4	21	385.4124028
2008	11	5	0	396.6556482
2008	11	5	3	376.6778054
2008	11	5	6	361.8074465
2008	11	5	9	313.0057517
2008	11	5	12	283.9791623
2008	11	5	15	313.2875162
2008	11	5	18	362.825793
2008	11	5	21	370.4882912
2008	11	6	0	347.7463776
2008	11	6	3	300.3738817
2008	11	6	6	304.7241251
2008	11	6	9	331.3259472
2008	11	6	12	383.9771253
2008	11	6	15	416.8662868
2008	11	6	18	446.8006939
2008	11	6	21	466.9740055
2008	11	7	0	467.7594774
2008	11	7	3	445.460764
2008	11	7	6	438.9204265
2008	11	7	9	444.6827719
2008	11	7	12	474.3698744
2008	11	7	15	544.4089622
2008	11	7	18	556.453587
2008	11	7	21	573.3952252
2008	11	8	0	548.782112
2008	11	8	3	488.3396509
2008	11	8	6	477.7913612
2008	11	8	9	474.7194707
2008	11	8	12	501.3842076
2008	11	8	15	528.0649083
2008	11	8	18	579.131577
2008	11	8	21	676.4365845
2008	11	9	0	635.4270138
2008	11	9	3	571.9732032
2008	11	9	6	585.8568679
2008	11	9	9	597.3657393
2008	11	9	12	588.52865
2008	11	9	15	597.180893
2008	11	9	18	621.6761138
2008	11	9	21	644.1951553
2008	11	10	0	636.1417569
2008	11	10	3	553.9077195
2008	11	10	6	538.9631673
2008	11	10	9	526.8405732
2008	11	10	12	526.1699658
2008	11	10	15	542.6721241
2008	11	10	18	546.6446551
2008	11	10	21	574.540189
2008	11	11	0	551.930197
2008	11	11	3	499.7927241
2008	11	11	6	506.7933381
2008	11	11	9	514.1299917
2008	11	11	12	530.8279258
2008	11	11	15	555.3652386
2008	11	11	18	582.0615565
2008	11	11	21	612.7156662
2008	11	12	0	603.6855896
2008	11	12	3	582.2139797
2008	11	12	6	581.2427965
2008	11	12	9	578.5729752
2008	11	12	12	568.2522257
2008	11	12	15	553.5904283
2008	11	12	18	575.2789081
2008	11	12	21	618.4781834
2008	11	13	0	609.8722216
2008	11	13	3	567.7937109
2008	11	13	6	526.4342778
2008	11	13	9	467.2226374
2008	11	13	12	414.2399154
2008	11	13	15	387.8932825
2008	11	13	18	347.0508058
2008	11	13	21	339.5290779
2008	11	14	0	336.8191069
2008	11	14	3	331.3968441
2008	11	14	6	317.0348653
2008	11	14	9	310.0635451
2008	11	14	12	323.3894684
2008	11	14	15	369.4240475
2008	11	14	18	385.6564844
2008	11	14	21	375.2247106
2008	11	15	0	365.9734298
2008	11	15	3	347.1754489
2008	11	15	6	348.650771
2008	11	15	9	345.8438441
2008	11	15	12	367.3485966
2008	11	15	15	425.1703855
2008	11	15	18	460.739332
2008	11	15	21	478.4549776
2008	11	16	0	438.1397422
2008	11	16	3	400.0632309
2008	11	16	6	397.5225817
2008	11	16	9	396.3491977
2008	11	16	12	412.1233343
2008	11	16	15	464.0158072
2008	11	16	18	497.6768141
2008	11	16	21	529.4632319
2008	11	17	0	493.7837958
2008	11	17	3	400.4234941
2008	11	17	6	367.517766
2008	11	17	9	364.1774018
2008	11	17	12	375.5884265
2008	11	17	15	417.4127843
2008	11	17	18	453.8604788
2008	11	17	21	497.897596
2008	11	18	0	502.6577322
2008	11	18	3	504.3925857
2008	11	18	6	475.9180489
2008	11	18	9	431.2765616
2008	11	18	12	445.1650585
2008	11	18	15	495.6791079
2008	11	18	18	530.6487245
2008	11	18	21	572.697552
2008	11	19	0	551.2228392
2008	11	19	3	458.1120594
2008	11	19	6	436.2571111
2008	11	19	9	410.1585322
2008	11	19	12	438.5876267
2008	11	19	15	489.7851524
2008	11	19	18	493.2342944
2008	11	19	21	522.0190447
2008	11	20	0	483.8601232
2008	11	20	3	382.4742018
2008	11	20	6	416.6134212
2008	11	20	9	448.5692313
2008	11	20	12	445.1774192
2008	11	20	15	425.2617101
2008	11	20	18	409.3085172
2008	11	20	21	389.6145553
2008	11	21	0	334.5501032
2008	11	21	3	260.1328294
2008	11	21	6	287.6741162
2008	11	21	9	287.0891155
2008	11	21	12	310.9586258
2008	11	21	15	377.2769277
2008	11	21	18	419.6298495
2008	11	21	21	422.4530346
2008	11	22	0	371.5454841
2008	11	22	3	360.4938501
2008	11	22	6	363.8506589
2008	11	22	9	368.4374968
2008	11	22	12	382.073745
2008	11	22	15	425.0111001
2008	11	22	18	459.5714106
2008	11	22	21	430.8305668
2008	11	23	0	368.6484746
2008	11	23	3	306.6044403
2008	11	23	6	309.6652507
2008	11	23	9	311.5338549
2008	11	23	12	325.8244802
2008	11	23	15	369.2461735
2008	11	23	18	419.925527
2008	11	23	21	414.2455441
2008	11	24	0	351.5029914
2008	11	24	3	330.3622352
2008	11	24	6	323.5915908
2008	11	24	9	332.471657
2008	11	24	12	351.3224459
2008	11	24	15	396.0559299
2008	11	24	18	423.5033863
2008	11	24	21	422.8588823
2008	11	25	0	357.7123122
2008	11	25	3	324.0044835
2008	11	25	6	323.1845744
2008	11	25	9	335.055765
2008	11	25	12	362.5151032
2008	11	25	15	420.6449627
2008	11	25	18	437.5014843
2008	11	25	21	472.9780615
2008	11	26	0	484.8882538
2008	11	26	3	477.2183055
2008	11	26	6	482.1759315
2008	11	26	9	496.1473029
2008	11	26	12	518.0676813
2008	11	26	15	540.2029213
2008	11	26	18	545.8164902
2008	11	26	21	560.2366411
2008	11	27	0	556.8529894
2008	11	27	3	528.2974684
2008	11	27	6	524.6771676
2008	11	27	9	520.5687873
2008	11	27	12	525.8656125
2008	11	27	15	542.2837256
2008	11	27	18	524.3664094
2008	11	27	21	509.0376274
2008	11	28	0	493.0492087
2008	11	28	3	451.8881943
2008	11	28	6	438.6571923
2008	11	28	9	444.8128802
2008	11	28	12	472.403226
2008	11	28	15	480.8037715
2008	11	28	18	490.8211658
2008	11	28	21	509.5099758
2008	11	29	0	530.2592249
2008	11	29	3	534.3306497
2008	11	29	6	543.6614355
2008	11	29	9	547.2456556
2008	11	29	12	543.1600277
2008	11	29	15	536.6479296
2008	11	29	18	560.0835844
2008	11	29	21	578.775871
2008	11	30	0	551.9831188
2008	11	30	3	482.4157888
2008	11	30	6	470.1915657
2008	11	30	9	466.6433098
2008	11	30	12	485.8890686
2008	11	30	15	531.5336973
2008	11	30	18	562.2907003
2008	11	30	21	572.0012273
2008	12	1	0	537.4163171
2008	12	1	3	472.5449987
2008	12	1	6	435.3222729
2008	12	1	9	409.7588665
2008	12	1	12	407.0451997
2008	12	1	15	437.8509172
2008	12	1	18	479.1500988
2008	12	1	21	506.0366914
2008	12	2	0	509.4097141
2008	12	2	3	501.0598532
2008	12	2	6	500.165634
2008	12	2	9	489.8611871
2008	12	2	12	494.0633973
2008	12	2	15	484.8760766
2008	12	2	18	462.6816473
2008	12	2	21	467.9655365
2008	12	3	0	443.9964345
2008	12	3	3	395.7709994
2008	12	3	6	396.0162497
2008	12	3	9	399.6488032
2008	12	3	12	435.4165295
2008	12	3	15	463.8016218
2008	12	3	18	453.5376217
2008	12	3	21	418.4934426
2008	12	4	0	356.8606533
2008	12	4	3	305.4884661
2008	12	4	6	296.6066249
2008	12	4	9	296.0022064
2008	12	4	12	299.2763978
2008	12	4	15	342.4957189
2008	12	4	18	402.0807889
2008	12	4	21	385.2428213
2008	12	5	0	348.5362397
2008	12	5	3	316.6968064
2008	12	5	6	300.2480725
2008	12	5	9	294.219303
2008	12	5	12	296.4434157
2008	12	5	15	322.9727885
2008	12	5	18	381.4602951
2008	12	5	21	388.3195711
2008	12	6	0	316.9702651
2008	12	6	3	248.4667329
2008	12	6	6	253.9815748
2008	12	6	9	260.2758598
2008	12	6	12	268.2631391
2008	12	6	15	318.948204
2008	12	6	18	380.0962573
2008	12	6	21	391.833447
2008	12	7	0	327.0080264
2008	12	7	3	271.6184387
2008	12	7	6	268.5775915
2008	12	7	9	280.5278863
2008	12	7	12	314.1638448
2008	12	7	15	371.7339328
2008	12	7	18	437.0805705
2008	12	7	21	447.7269747
2008	12	8	0	413.8625609
2008	12	8	3	392.3564824
2008	12	8	6	386.59691
2008	12	8	9	370.0100035
2008	12	8	12	299.8696894
2008	12	8	15	265.1225426
2008	12	8	18	351.1799244
2008	12	8	21	354.2256388
2008	12	9	0	313.3686889
2008	12	9	3	272.1802559
2008	12	9	6	277.6929934
2008	12	9	9	292.7994172
2008	12	9	12	297.8830255
2008	12	9	15	316.5250657
2008	12	9	18	367.3062828
2008	12	9	21	368.7009116
2008	12	10	0	296.0826173
2008	12	10	3	243.1779499
2008	12	10	6	240.789904
2008	12	10	9	235.9459875
2008	12	10	12	221.2089842
2008	12	10	15	232.5477956
2008	12	10	18	324.4896625
2008	12	10	21	353.0892852
2008	12	11	0	334.5755615
2008	12	11	3	334.5348394
2008	12	11	6	320.8850954
2008	12	11	9	310.6269118
2008	12	11	12	332.5801307
2008	12	11	15	372.1050761
2008	12	11	18	406.626247
2008	12	11	21	419.590726
2008	12	12	0	379.2756974
2008	12	12	3	366.417188
2008	12	12	6	398.8638479
2008	12	12	9	427.4999905
2008	12	12	12	430.3667125
2008	12	12	15	436.9413707
2008	12	12	18	419.64851
2008	12	12	21	352.2704376
2008	12	13	0	301.8683004
2008	12	13	3	219.0068461
2008	12	13	6	217.1213261
2008	12	13	9	218.3458629
2008	12	13	12	232.4360616
2008	12	13	15	261.4262997
2008	12	13	18	285.1700506
2008	12	13	21	284.6887513
2008	12	14	0	237.5575845
2008	12	14	3	181.0733477
2008	12	14	6	177.0578471
2008	12	14	9	174.038093
2008	12	14	12	160.6153998
2008	12	14	15	176.9397961
2008	12	14	18	256.2568379
2008	12	14	21	305.9579354
2008	12	15	0	313.4673511
2008	12	15	3	308.0890346
2008	12	15	6	306.1623085
2008	12	15	9	297.6793036
2008	12	15	12	289.751253
2008	12	15	15	295.6418577
2008	12	15	18	365.4196034
2008	12	15	21	344.2587813
2008	12	16	0	268.0463978
2008	12	16	3	198.4945009
2008	12	16	6	192.7951036
2008	12	16	9	187.4485642
2008	12	16	12	201.6336084
2008	12	16	15	249.8020515
2008	12	16	18	322.4422579
2008	12	16	21	310.0489777
2008	12	17	0	234.9449611
2008	12	17	3	218.3362642
2008	12	17	6	229.8772498
2008	12	17	9	243.5091323
2008	12	17	12	262.806377
2008	12	17	15	264.8408989
2008	12	17	18	319.7757257
2008	12	17	21	335.6481249
2008	12	18	0	300.3194937
2008	12	18	3	257.96282
2008	12	18	6	296.5750011
2008	12	18	9	326.6102255
2008	12	18	12	299.0299188
2008	12	18	15	262.929302
2008	12	18	18	366.0380552
2008	12	18	21	395.538434
2008	12	19	0	344.6774634
2008	12	19	3	278.6296032
2008	12	19	6	266.407925
2008	12	19	9	262.32454
2008	12	19	12	235.0814138
2008	12	19	15	206.3925715
2008	12	19	18	264.5211578
2008	12	19	21	292.244453
2008	12	20	0	261.019793
2008	12	20	3	189.3706115
2008	12	20	6	186.8984216
2008	12	20	9	184.884059
2008	12	20	12	200.7022366
2008	12	20	15	230.7711622
2008	12	20	18	287.6751886
2008	12	20	21	336.7984244
2008	12	21	0	343.9916295
2008	12	21	3	332.8274757
2008	12	21	6	365.9489464
2008	12	21	9	397.6348272
2008	12	21	12	423.7114969
2008	12	21	15	460.2819301
2008	12	21	18	483.4737176
2008	12	21	21	498.7960264
2008	12	22	0	464.8120403
2008	12	22	3	332.1464572
2008	12	22	6	288.5538935
2008	12	22	9	267.4170113
2008	12	22	12	247.3080717
2008	12	22	15	254.6679924
2008	12	22	18	311.6421966
2008	12	22	21	309.2375114
2008	12	23	0	271.8141261
2008	12	23	3	227.4181147
2008	12	23	6	201.3711927
2008	12	23	9	169.7527652
2008	12	23	12	170.4846568
2008	12	23	15	203.9346576
2008	12	23	18	280.1421523
2008	12	23	21	323.02727
2008	12	24	0	309.2313883
2008	12	24	3	286.3792315
2008	12	24	6	339.7333415
2008	12	24	9	389.0907395
2008	12	24	12	411.2608445
2008	12	24	15	415.8037115
2008	12	24	18	467.8051707
2008	12	24	21	495.1304892
2008	12	25	0	510.0834017
2008	12	25	3	485.5460976
2008	12	25	6	403.0644673
2008	12	25	9	345.9756373
2008	12	25	12	273.5531801
2008	12	25	15	221.5223815
2008	12	25	18	236.5565025
2008	12	25	21	259.7337362
2008	12	26	0	250.1238652
2008	12	26	3	188.9589637
2008	12	26	6	155.1646775
2008	12	26	9	141.9576391
2008	12	26	12	141.3039492
2008	12	26	15	178.0116443
2008	12	26	18	228.7014472
2008	12	26	21	258.8403812
2008	12	27	0	250.9074231
2008	12	27	3	226.4313054
2008	12	27	6	257.3435371
2008	12	27	9	292.5025302
2008	12	27	12	315.2003953
2008	12	27	15	340.1052202
2008	12	27	18	414.1559469
2008	12	27	21	478.9452126
2008	12	28	0	480.3263437
2008	12	28	3	434.8043435
2008	12	28	6	404.3340745
2008	12	28	9	378.425462
2008	12	28	12	387.7904507
2008	12	28	15	407.6774457
2008	12	28	18	467.5434801
2008	12	28	21	477.9584853
2008	12	29	0	406.3258595
2008	12	29	3	293.2047582
2008	12	29	6	279.8943035
2008	12	29	9	276.0383257
2008	12	29	12	299.1591405
2008	12	29	15	355.460434
2008	12	29	18	447.2931685
2008	12	29	21	415.4034298
2008	12	30	0	310.0274825
2008	12	30	3	261.3811989
2008	12	30	6	251.3825897
2008	12	30	9	238.3910717
2008	12	30	12	224.9955806
2008	12	30	15	295.1605373
2008	12	30	18	415.3485681
2008	12	30	21	418.009487
2008	12	31	0	295.5948562
2008	12	31	3	193.4822764
2008	12	31	6	216.5933714
2008	12	31	9	228.3167112
2008	12	31	12	246.3715768
2008	12	31	15	324.7951401
2008	12	31	18	401.5149406
2008	12	31	21	428.3954379
2009	1	1	0	428.2847938
2009	1	1	3	405.6438764
2009	1	1	6	403.0488141
2009	1	1	9	430.012252
2009	1	1	12	423.7770548
2009	1	1	15	423.8575576
2009	1	1	18	509.4183653
2009	1	1	21	545.1519163
2009	1	2	0	541.3009516
2009	1	2	3	505.8480682
2009	1	2	6	509.1806638
2009	1	2	9	450.708004
2009	1	2	12	361.0256793
2009	1	2	15	272.7048994
2009	1	2	18	267.8928269
2009	1	2	21	279.6719254
2009	1	3	0	230.7629881
2009	1	3	3	133.7573695
2009	1	3	6	119.1241128
2009	1	3	9	117.6288727
2009	1	3	12	107.1193214
2009	1	3	15	115.087072
2009	1	3	18	184.4150199
2009	1	3	21	195.2433353
2009	1	4	0	138.038237
2009	1	4	3	88.33427055
2009	1	4	6	92.18729366
2009	1	4	9	105.1237981
2009	1	4	12	123.6583281
2009	1	4	15	178.4778337
2009	1	4	18	267.8282025
2009	1	4	21	330.1686171
2009	1	5	0	338.0589051
2009	1	5	3	323.9964158
2009	1	5	6	335.000608
2009	1	5	9	353.4590122
2009	1	5	12	368.2118686
2009	1	5	15	396.7752512
2009	1	5	18	462.303916
2009	1	5	21	484.6841748
2009	1	6	0	484.8109493
2009	1	6	3	477.7396328
2009	1	6	6	507.7008786
2009	1	6	9	534.5568585
2009	1	6	12	509.8870283
2009	1	6	15	468.2447803
2009	1	6	18	503.3720446
2009	1	6	21	509.8097983
2009	1	7	0	445.7537533
2009	1	7	3	327.5032278
2009	1	7	6	373.7264195
2009	1	7	9	428.7905176
2009	1	7	12	431.5511144
2009	1	7	15	414.809507
2009	1	7	18	482.9681084
2009	1	7	21	509.0403957
2009	1	8	0	504.4651115
2009	1	8	3	483.2015714
2009	1	8	6	492.1305633
2009	1	8	9	460.8902332
2009	1	8	12	412.3610658
2009	1	8	15	390.0151403
2009	1	8	18	404.0401615
2009	1	8	21	402.547161
2009	1	9	0	328.4469761
2009	1	9	3	234.8477867
2009	1	9	6	219.4036665
2009	1	9	9	216.975123
2009	1	9	12	222.7244487
2009	1	9	15	277.516324
2009	1	9	18	377.8710347
2009	1	9	21	392.8725098
2009	1	10	0	339.2628369
2009	1	10	3	272.8906428
2009	1	10	6	290.5732252
2009	1	10	9	313.1802218
2009	1	10	12	328.2230473
2009	1	10	15	358.1273536
2009	1	10	18	419.7781721
2009	1	10	21	450.4989072
2009	1	11	0	388.4898036
2009	1	11	3	338.0811791
2009	1	11	6	370.8859606
2009	1	11	9	395.2744692
2009	1	11	12	415.9306081
2009	1	11	15	436.0129855
2009	1	11	18	490.261628
2009	1	11	21	488.1238692
2009	1	12	0	435.6952254
2009	1	12	3	389.6356591
2009	1	12	6	394.0910856
2009	1	12	9	347.3628225
2009	1	12	12	321.0564429
2009	1	12	15	373.8872705
2009	1	12	18	487.4067303
2009	1	12	21	478.814924
2009	1	13	0	367.0337034
2009	1	13	3	271.5546688
2009	1	13	6	262.6185601
2009	1	13	9	254.4648701
2009	1	13	12	252.0963725
2009	1	13	15	303.6269302
2009	1	13	18	415.8692918
2009	1	13	21	422.7536197
2009	1	14	0	323.2948719
2009	1	14	3	210.8794853
2009	1	14	6	206.883786
2009	1	14	9	204.716964
2009	1	14	12	205.4695207
2009	1	14	15	260.0193321
2009	1	14	18	372.8982385
2009	1	14	21	402.2389524
2009	1	15	0	327.0810971
2009	1	15	3	241.0437621
2009	1	15	6	228.9122238
2009	1	15	9	223.4541638
2009	1	15	12	227.7966327
2009	1	15	15	282.5719173
2009	1	15	18	382.7823517
2009	1	15	21	404.1352624
2009	1	16	0	329.7293586
2009	1	16	3	231.6611489
2009	1	16	6	210.6631074
2009	1	16	9	204.4790511
2009	1	16	12	209.8827039
2009	1	16	15	282.6692209
2009	1	16	18	398.6835319
2009	1	16	21	416.8716331
2009	1	17	0	334.6957917
2009	1	17	3	234.8574087
2009	1	17	6	211.1355027
2009	1	17	9	197.4472749
2009	1	17	12	206.8191715
2009	1	17	15	279.3048309
2009	1	17	18	386.0694276
2009	1	17	21	396.9120824
2009	1	18	0	318.3829243
2009	1	18	3	239.9453842
2009	1	18	6	224.3406028
2009	1	18	9	202.6822747
2009	1	18	12	198.6419211
2009	1	18	15	253.234328
2009	1	18	18	366.6859981
2009	1	18	21	387.7292914
2009	1	19	0	304.0485817
2009	1	19	3	221.3928947
2009	1	19	6	196.2716038
2009	1	19	9	177.7665738
2009	1	19	12	177.1161469
2009	1	19	15	249.6164118
2009	1	19	18	365.5078873
2009	1	19	21	380.6841807
2009	1	20	0	314.784908
2009	1	20	3	251.7943067
2009	1	20	6	230.5222689
2009	1	20	9	206.328518
2009	1	20	12	202.6972561
2009	1	20	15	285.1533899
2009	1	20	18	394.7784942
2009	1	20	21	418.2871769
2009	1	21	0	357.2597167
2009	1	21	3	265.2522022
2009	1	21	6	268.9855794
2009	1	21	9	293.6939447
2009	1	21	12	346.464183
2009	1	21	15	406.056114
2009	1	21	18	458.5277997
2009	1	21	21	490.6146897
2009	1	22	0	526.9885268
2009	1	22	3	560.1825977
2009	1	22	6	558.8285637
2009	1	22	9	566.7655337
2009	1	22	12	555.8023806
2009	1	22	15	546.0199298
2009	1	22	18	556.8578787
2009	1	22	21	559.7844064
2009	1	23	0	551.037294
2009	1	23	3	534.3609981
2009	1	23	6	552.7145388
2009	1	23	9	572.2562019
2009	1	23	12	579.1293899
2009	1	23	15	574.2736244
2009	1	23	18	574.9006473
2009	1	23	21	575.8188111
2009	1	24	0	563.0674784
2009	1	24	3	510.8922233
2009	1	24	6	474.4381756
2009	1	24	9	517.6678334
2009	1	24	12	550.7774239
2009	1	24	15	547.4005576
2009	1	24	18	543.1761832
2009	1	24	21	546.460072
2009	1	25	0	536.3939873
2009	1	25	3	516.1990387
2009	1	25	6	488.3512163
2009	1	25	9	464.4903202
2009	1	25	12	402.690687
2009	1	25	15	323.1039016
2009	1	25	18	353.4033852
2009	1	25	21	363.3490662
2009	1	26	0	325.6549137
